Word,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Auditory.SD,Gustatory.SD,Haptic.SD,Interoceptive.SD,Olfactory.SD,Visual.SD,Max_strength.perceptual,Exclusivity.perceptual,Dominant.perceptual,Minkowski3.perceptual,N_known.perceptual,Percent_known.perceptual
UNTIE,0.412,0.059,3.118,0.294,0.118,2.824,0.87,0.243,1.996,0.849,0.485,2.128,3.118,0.448,Haptic,3.754,17,0.944
OBJECT,1.529,0.647,3.118,0.824,1.235,3.824,2.004,1.272,1.799,1.468,1.602,1.51,3.824,0.284,Visual,4.522,17,1.0
SUGAR CUBE,0.353,4.529,3.118,1.118,1.294,4.059,0.786,1.068,1.654,1.764,2.024,1.249,4.529,0.289,Gustatory,5.786,17,1.0
ABRASIVELY,1.882,0.0,3.118,1.059,0.0,1.588,1.654,0.0,1.536,1.435,0.0,1.583,3.118,0.408,Haptic,3.481,17,0.944
MANICURIST,1.118,0.0,3.118,0.412,1.176,3.824,1.764,0.0,2.058,1.278,1.776,1.286,3.824,0.396,Visual,4.47,17,0.895
TUPPERWARE,0.471,0.0,3.118,0.176,0.059,4.235,1.068,0.0,1.799,0.728,0.243,1.2,4.235,0.526,Visual,4.738,17,1.0
ALOE,0.353,1.176,3.118,0.471,2.235,3.176,1.222,1.551,1.9,1.231,1.855,1.776,3.176,0.268,Visual,4.223,17,0.944
FLOORING,1.0,0.0,3.118,0.176,0.118,4.529,1.458,0.0,1.576,0.728,0.332,0.874,4.529,0.507,Visual,4.99,17,0.944
SHOEHORN,0.765,0.059,3.118,0.294,0.118,3.706,1.348,0.243,2.147,0.588,0.485,1.724,3.706,0.453,Visual,4.339,17,0.944
GARB,0.824,0.294,3.118,0.412,0.118,4.118,1.425,1.213,2.027,1.004,0.485,1.269,4.118,0.45,Visual,4.654,17,0.944
DUSTER,0.914,0.143,3.114,0.257,0.571,3.514,1.56,0.55,1.745,0.611,1.119,1.422,3.514,0.396,Visual,4.209,35,0.854
IMMOVABILITY,0.778,0.0,3.111,1.389,0.0,3.722,1.309,0.0,1.844,1.539,0.0,1.602,3.722,0.414,Visual,4.394,18,1.0
FOOTREST,0.222,0.111,3.111,0.889,0.222,3.722,0.548,0.323,1.937,1.676,0.647,1.873,3.722,0.436,Visual,4.352,18,1.0
SLIPPED,1.667,0.167,3.111,2.111,0.222,3.111,1.815,0.707,1.906,2.166,0.943,1.844,3.111,0.283,Visual,4.204,18,1.0
STABBING,1.611,0.111,3.111,3.444,0.5,4.056,1.787,0.471,1.967,1.917,1.465,1.626,4.056,0.307,Visual,5.217,18,1.0
CARRYING,0.5,0.0,3.111,1.111,0.0,2.667,1.043,0.0,1.779,1.367,0.0,1.609,3.111,0.421,Haptic,3.698,18,1.0
PORCELAIN,0.444,0.278,3.111,0.444,0.278,3.5,1.247,1.179,1.779,1.338,1.179,1.383,3.5,0.4,Visual,4.183,18,1.0
TOKEN,1.222,0.0,3.111,0.222,0.111,4.167,1.592,0.0,1.641,0.548,0.471,1.098,4.167,0.472,Visual,4.707,18,0.947
COTTONWEED,0.333,0.333,3.111,0.167,1.444,4.111,0.97,1.029,1.676,0.514,1.542,1.183,4.111,0.415,Visual,4.683,18,0.9
SHAVEN,0.333,0.111,3.111,0.444,0.167,3.667,1.188,0.471,1.906,1.149,0.514,1.572,3.667,0.454,Visual,4.301,18,1.0
AVOCADO,0.0,4.333,3.111,0.389,2.389,3.833,0.0,1.372,2.22,0.85,1.914,1.823,4.333,0.308,Gustatory,5.662,18,1.0
FRICTIONAL,1.167,0.0,3.111,1.722,0.056,2.944,1.654,0.0,1.997,1.904,0.236,1.862,3.111,0.346,Haptic,3.965,18,0.947
PEBBLED,0.444,0.056,3.111,0.333,0.111,3.556,0.922,0.236,1.844,0.97,0.471,1.79,3.556,0.46,Visual,4.221,18,1.0
TWINE,0.333,0.278,3.111,0.611,0.333,3.889,0.84,0.958,1.875,1.243,0.84,1.745,3.889,0.422,Visual,4.469,18,0.947
BRACES,0.444,0.944,3.111,1.444,0.333,3.833,1.247,1.798,1.844,2.175,1.188,1.581,3.833,0.346,Visual,4.488,18,1.0
GATE,1.722,0.111,3.111,0.167,0.222,4.5,1.904,0.323,1.711,0.707,0.548,1.249,4.5,0.446,Visual,5.018,18,1.0
ICE CREAM,0.556,4.556,3.111,1.944,2.222,3.5,1.381,1.199,1.875,1.984,1.987,1.757,4.556,0.252,Gustatory,5.709,18,1.0
CHESS SET,0.667,0.0,3.111,0.222,0.0,4.722,1.085,0.0,1.875,0.943,0.0,0.575,4.722,0.541,Visual,5.139,18,1.0
LUBRICANT,0.556,0.556,3.111,0.889,1.0,3.167,1.338,1.247,1.937,1.491,1.372,1.654,3.167,0.281,Visual,3.998,18,1.0
BEAKER,0.778,0.222,3.111,0.5,0.5,3.778,1.353,0.732,2.055,1.465,1.043,1.629,3.778,0.4,Visual,4.393,18,1.0
SCARRING,0.556,0.0,3.111,1.889,0.056,4.389,1.199,0.0,1.641,1.967,0.236,0.85,4.389,0.439,Visual,4.954,18,0.947
VENDING MACHINE,2.222,0.389,3.111,0.667,0.278,4.222,1.517,1.037,1.711,1.188,0.958,0.943,4.222,0.362,Visual,4.887,18,1.0
WRAPPING,1.556,0.0,3.111,0.333,0.056,4.167,1.423,0.0,1.937,1.188,0.236,1.098,4.167,0.452,Visual,4.736,18,0.947
WINDOW PANE,0.679,0.107,3.107,0.107,0.071,4.464,1.124,0.567,1.75,0.567,0.378,1.071,4.464,0.515,Visual,4.923,28,1.0
STEEL,0.947,0.053,3.105,0.0,0.368,3.842,1.545,0.229,2.132,0.0,0.955,1.74,3.842,0.462,Visual,4.441,19,1.0
GAMEBOY,2.053,0.0,3.105,0.158,0.053,4.158,2.094,0.0,1.912,0.501,0.229,1.573,4.158,0.436,Visual,4.798,19,0.95
BLADE,0.579,0.0,3.105,0.211,0.0,3.842,0.902,0.0,1.629,0.419,0.0,1.214,3.842,0.497,Visual,4.429,19,1.0
RASPBERRY,0.211,4.684,3.105,0.737,2.895,4.158,0.535,0.946,1.941,1.522,1.969,1.214,4.684,0.283,Gustatory,6.12,19,1.0
FRUIT,0.474,4.632,3.105,0.737,3.105,4.421,0.697,0.761,1.286,1.368,1.595,0.769,4.632,0.252,Gustatory,6.267,19,1.0
BRACELET,0.368,0.053,3.105,0.316,0.053,3.895,0.895,0.229,2.105,1.157,0.229,1.449,3.895,0.493,Visual,4.466,19,1.0
TOOTHPASTE,0.263,4.368,3.105,1.0,3.053,3.526,1.147,1.212,1.912,1.856,1.985,2.038,4.368,0.268,Gustatory,5.715,19,1.0
FIGHTING,3.684,0.211,3.105,2.474,0.211,4.263,1.6,0.631,2.105,1.896,0.535,1.327,4.263,0.291,Visual,5.568,19,1.0
STICKER,0.053,0.211,3.105,0.0,0.263,4.474,0.229,0.918,2.025,0.0,0.933,1.172,4.474,0.552,Visual,4.926,19,1.0
NEEDLEWORK,0.526,0.053,3.105,0.158,0.211,3.211,1.429,0.229,2.052,0.501,0.918,1.988,3.211,0.435,Visual,3.983,19,1.0
TIN FOIL,1.684,0.105,3.105,0.211,0.263,4.053,1.701,0.315,1.729,0.631,1.147,1.393,4.053,0.419,Visual,4.662,19,1.0
PINE TREE,0.526,0.105,3.105,0.053,2.947,4.632,1.264,0.459,2.105,0.229,1.84,0.831,4.632,0.403,Visual,5.372,19,1.0
BREAD,0.158,4.421,3.105,1.0,3.0,3.842,0.375,1.216,1.524,1.667,1.764,1.675,4.421,0.275,Gustatory,5.859,19,1.0
PLUG IN,0.684,0.0,3.105,0.421,0.263,3.895,1.25,0.0,1.761,0.769,0.933,1.524,3.895,0.465,Visual,4.472,19,0.95
COOKBOOK,0.263,0.211,3.105,0.053,0.316,4.316,0.733,0.713,1.663,0.229,0.946,1.293,4.316,0.516,Visual,4.797,19,1.0
HUBCAP,0.579,0.053,3.105,0.053,0.053,4.526,1.071,0.229,2.052,0.229,0.229,1.02,4.526,0.535,Visual,4.971,19,1.0
WEAR,0.526,0.263,3.105,1.105,0.263,2.947,1.02,0.653,1.696,1.792,0.733,1.9,3.105,0.346,Haptic,3.85,19,1.0
TIT,0.105,1.0,3.105,1.053,0.368,3.368,0.459,1.291,1.853,1.779,0.831,2.006,3.368,0.363,Visual,4.129,19,0.95
TIED,0.526,0.0,3.105,1.0,0.0,3.789,1.219,0.0,1.941,1.599,0.0,1.619,3.789,0.45,Visual,4.406,19,1.0
NUDE,0.053,0.474,3.105,1.421,0.474,4.579,0.229,1.307,1.761,2.036,1.172,1.017,4.579,0.448,Visual,5.053,19,1.0
HAIR GEL,0.421,0.474,3.105,1.263,2.158,2.789,1.071,1.172,2.132,1.996,1.834,1.619,3.105,0.263,Haptic,3.998,19,1.0
ELECTRIC RAZOR,2.632,0.053,3.105,0.842,0.105,4.105,1.921,0.229,1.883,1.259,0.315,1.41,4.105,0.374,Visual,4.904,19,1.0
STETHOSCOPE,1.158,0.0,3.105,0.632,0.053,4.368,1.772,0.0,1.997,1.606,0.229,1.212,4.368,0.469,Visual,4.865,19,1.0
PUMP,2.0,0.158,3.105,0.737,0.263,3.842,1.563,0.688,2.052,1.195,0.733,1.675,3.842,0.365,Visual,4.564,19,1.0
ARTIFACT,0.684,0.053,3.105,0.211,0.421,4.0,1.003,0.229,1.761,0.713,1.017,1.374,4.0,0.466,Visual,4.552,19,1.0
ACUPUNCTURIST,1.526,0.0,3.105,2.737,0.211,3.316,1.744,0.0,2.132,2.13,0.535,1.916,3.316,0.304,Visual,4.489,19,1.0
SYNTHETIC,1.684,1.421,3.105,0.737,0.947,2.947,2.001,1.805,1.969,1.327,1.268,1.747,3.105,0.218,Haptic,4.009,19,1.0
RINSE OFF,1.0,0.0,3.105,0.526,0.0,2.632,1.528,0.0,2.079,1.307,0.0,1.862,3.105,0.428,Haptic,3.667,19,1.0
LACELIKE,0.053,0.053,3.105,0.368,0.053,3.421,0.229,0.229,1.595,1.212,0.229,1.805,3.421,0.478,Visual,4.122,19,1.0
MUG,0.368,0.158,3.105,0.316,0.105,3.105,1.212,0.688,1.912,1.003,0.315,1.883,3.105,0.419,Visual,3.914,19,1.0
IRON,0.895,0.579,3.105,0.158,0.684,4.0,1.823,1.305,1.823,0.688,1.416,1.491,4.0,0.408,Visual,4.566,19,1.0
BEACHBALL,0.737,0.053,3.105,0.421,0.105,3.632,1.24,0.229,2.052,1.261,0.315,1.571,3.632,0.444,Visual,4.278,19,1.0
PUPPET,1.45,0.05,3.1,0.35,0.15,3.9,1.538,0.224,2.198,1.089,0.489,1.683,3.9,0.428,Visual,4.518,20,1.0
SWEATY,0.65,0.85,3.1,2.0,2.7,3.4,1.424,1.226,1.714,1.589,1.72,1.569,3.4,0.217,Visual,4.605,20,1.0
THUMBTACK,0.1,0.0,3.1,0.15,0.1,3.85,0.308,0.0,1.619,0.671,0.447,1.694,3.85,0.527,Visual,4.429,20,1.0
HAIRINESS,0.15,0.0,3.1,0.35,0.1,3.85,0.489,0.0,1.651,0.988,0.308,1.725,3.85,0.51,Visual,4.429,20,1.0
FACE,0.25,0.35,3.1,0.45,0.3,4.95,0.91,0.813,1.944,1.146,0.801,0.224,4.95,0.5,Visual,5.328,20,1.0
THROWN,1.25,0.45,3.1,1.65,0.4,3.95,1.585,1.234,1.744,1.725,1.095,1.317,3.95,0.329,Visual,4.611,20,1.0
STRAW,0.7,0.65,3.1,0.1,0.75,3.55,0.979,1.137,1.373,0.447,1.251,1.356,3.55,0.39,Visual,4.228,20,1.0
WIDTH,0.35,0.25,3.1,0.4,0.1,4.3,0.813,0.639,1.518,0.883,0.447,1.302,4.3,0.494,Visual,4.783,20,1.0
LEGGINGS,0.05,0.0,3.1,0.15,0.1,4.0,0.224,0.0,1.744,0.671,0.308,1.376,4.0,0.541,Visual,4.544,20,1.0
IMBED,1.2,0.1,3.1,1.2,0.5,3.0,1.687,0.316,1.792,1.687,1.269,1.944,3.1,0.33,Haptic,3.923,10,0.588
SNOT,1.1,2.05,3.1,2.0,0.85,3.75,1.714,1.986,1.861,1.835,1.496,1.552,3.75,0.226,Visual,4.658,20,1.0
PRECIOUS METAL,0.35,0.05,3.1,0.15,0.0,4.15,0.813,0.224,1.804,0.489,0.0,1.309,4.15,0.532,Visual,4.662,20,1.0
DRAFTY,1.55,0.1,3.1,1.3,0.3,1.65,1.395,0.447,1.997,1.922,0.801,2.059,3.1,0.375,Haptic,3.427,20,1.0
FISHINGROD,0.95,0.15,3.1,0.45,0.3,3.65,1.468,0.671,1.683,0.945,1.129,1.927,3.65,0.407,Visual,4.298,20,1.0
TRAMPOLINE,1.85,0.3,3.1,2.2,0.15,3.85,1.872,0.923,1.944,2.042,0.671,1.531,3.85,0.323,Visual,4.701,20,1.0
GOAT,2.7,1.3,3.1,0.55,2.55,4.35,1.949,1.922,1.861,1.538,1.932,1.226,4.35,0.261,Visual,5.322,20,1.0
SKATEBOARD,2.65,0.0,3.1,0.55,0.0,4.6,1.981,0.0,1.861,1.234,0.0,0.681,4.6,0.422,Visual,5.264,20,1.0
WIND TUNNEL,3.317,0.049,3.098,1.976,0.293,3.049,1.65,0.218,1.828,1.877,0.75,1.923,3.317,0.277,Auditory,4.677,41,1.0
ROCKINESS,0.619,0.0,3.095,1.048,0.0,3.714,1.071,0.0,1.868,1.532,0.0,1.271,3.714,0.438,Visual,4.349,21,1.0
POTTERY,0.476,0.0,3.095,0.19,0.381,3.762,1.167,0.0,1.411,0.68,0.805,1.513,3.762,0.476,Visual,4.363,21,1.0
WRESTLE,1.333,0.143,3.095,0.857,0.048,3.524,1.623,0.478,1.841,1.493,0.218,1.75,3.524,0.386,Visual,4.243,21,1.0
KNUCKLE,0.619,0.095,3.095,0.476,0.095,3.714,1.117,0.436,1.546,1.123,0.436,1.521,3.714,0.447,Visual,4.331,21,1.0
DART,1.238,0.333,3.095,0.571,0.238,3.81,1.578,1.155,1.947,1.287,1.091,1.632,3.81,0.385,Visual,4.432,21,1.0
COCKER SPANIEL,2.714,0.143,3.095,0.238,1.81,4.238,1.875,0.478,1.67,0.625,1.47,1.3,4.238,0.335,Visual,5.088,21,0.955
DIMPLED,0.095,0.048,3.095,0.238,0.048,4.048,0.301,0.218,1.786,0.539,0.218,1.396,4.048,0.528,Visual,4.579,21,1.0
SOUFFLE,1.273,3.909,3.091,1.727,3.818,3.909,2.054,2.023,2.166,2.102,1.991,1.64,3.909,0.149,Visual,5.962,11,0.611
SANDPIT,0.606,0.364,3.091,0.576,0.606,4.394,1.499,1.22,1.91,1.37,1.478,1.144,4.394,0.418,Visual,4.864,33,1.0
WETSUIT,0.771,0.4,3.086,1.2,0.771,3.771,1.285,0.946,1.652,1.762,1.352,1.629,3.771,0.337,Visual,4.409,35,0.972
TAMBOURINE,4.389,0.028,3.083,0.306,0.083,3.722,1.379,0.167,1.918,0.856,0.368,1.597,4.389,0.376,Auditory,5.49,36,0.973
PLASTERWORK,0.917,0.417,3.083,0.75,0.667,4.167,1.73,1.443,1.564,1.765,1.497,0.835,4.167,0.375,Visual,4.691,12,0.706
COAT RACK,0.194,0.0,3.083,0.083,0.111,4.417,0.749,0.0,1.763,0.368,0.319,0.967,4.417,0.56,Visual,4.87,36,1.0
SURFBOARD,0.5,0.042,3.083,0.542,0.083,3.792,1.142,0.204,1.792,1.25,0.282,1.56,3.792,0.466,Visual,4.381,24,1.0
CLAMMINESS,0.462,0.385,3.077,2.077,0.538,1.154,0.967,0.87,1.801,2.019,1.127,1.281,3.077,0.35,Haptic,3.418,13,0.867
SILICA,0.846,0.077,3.077,0.308,0.231,3.154,1.725,0.277,1.605,1.109,0.439,1.772,3.154,0.4,Visual,3.94,13,0.65
DRIVING,2.885,0.385,3.077,2.0,0.462,4.423,1.681,1.235,1.875,1.897,1.24,1.102,4.423,0.305,Visual,5.287,26,1.0
ELECTROTHERAPEUTIC,0.231,0.462,3.077,3.385,0.615,1.154,0.599,1.391,2.216,2.022,1.325,1.676,3.385,0.353,Interoceptive,4.117,13,0.765
HERRINGBONE,0.692,1.0,3.077,0.692,0.846,3.385,1.377,1.633,1.605,1.182,1.345,1.805,3.385,0.278,Visual,4.125,13,0.765
WATER PISTOL,1.036,0.0,3.071,0.107,0.071,3.964,1.644,0.0,2.089,0.567,0.262,1.732,3.964,0.481,Visual,4.521,28,1.0
OVERALLS,0.0,0.0,3.071,0.0,0.214,4.571,0.0,0.0,1.979,0.0,0.579,1.089,4.571,0.582,Visual,4.994,14,0.933
TATER,1.071,3.857,3.071,0.357,2.286,3.929,2.129,2.107,1.73,1.336,1.899,1.439,3.929,0.245,Visual,5.431,14,0.824
HARNESS,0.857,0.143,3.071,0.5,0.214,2.643,1.562,0.535,2.056,0.855,0.579,1.985,3.071,0.394,Haptic,3.639,14,0.933
INCISION,0.267,0.067,3.067,2.533,0.2,3.933,0.594,0.258,2.017,2.167,0.775,1.486,3.933,0.384,Visual,4.732,15,0.882
PUMICE,0.6,0.0,3.067,0.067,0.067,2.333,1.352,0.0,2.251,0.258,0.258,2.16,3.067,0.5,Haptic,3.469,15,0.882
PENETRATING,1.133,0.267,3.067,1.8,0.6,2.867,1.727,1.033,2.282,2.21,1.298,2.134,3.067,0.288,Haptic,3.913,15,1.0
FEDORA,0.333,0.467,3.067,0.333,0.467,3.733,0.816,1.246,2.187,0.9,0.834,1.907,3.733,0.405,Visual,4.329,15,0.75
SLAPPER,2.6,0.2,3.067,1.533,0.267,2.867,1.765,0.775,2.052,1.846,1.033,2.1,3.067,0.272,Haptic,4.191,15,0.833
SEWN,0.533,0.133,3.067,0.133,0.2,4.0,1.125,0.516,1.87,0.352,0.775,1.732,4.0,0.479,Visual,4.531,15,0.938
ACORN,0.8,1.267,3.067,0.133,0.867,3.933,1.568,1.71,1.87,0.516,1.407,1.751,3.933,0.377,Visual,4.529,15,1.0
THROBBING,0.733,0.133,3.067,4.467,0.0,1.533,0.961,0.516,1.534,1.356,0.0,1.407,4.467,0.45,Interoceptive,4.959,15,0.938
REAPPLICATION,0.533,0.067,3.067,0.667,0.267,3.267,1.187,0.258,2.344,1.589,1.033,1.668,3.267,0.407,Visual,4.003,15,0.882
CLOSENESS,1.0,0.467,3.067,3.267,1.067,2.267,1.558,0.915,1.907,1.486,1.71,1.981,3.267,0.251,Interoceptive,4.266,15,1.0
AIRBED,1.0,0.2,3.067,0.933,0.467,3.6,1.195,0.414,1.981,1.28,0.64,1.502,3.6,0.367,Visual,4.262,15,0.938
STUCCO,0.2,0.2,3.067,0.0,0.4,3.6,0.414,0.775,1.907,0.0,0.828,1.844,3.6,0.482,Visual,4.228,15,0.882
LAWNMOWER,4.733,0.4,3.067,0.8,0.933,4.533,0.594,1.298,2.017,1.474,1.58,1.125,4.733,0.3,Auditory,6.122,15,1.0
STRUM,3.4,0.0,3.067,0.2,0.0,2.6,2.063,0.0,2.086,0.561,0.0,1.805,3.4,0.367,Auditory,4.409,15,0.882
GUNLOCK,0.8,0.0,3.067,0.0,0.0,4.067,1.474,0.0,1.87,0.0,0.0,1.71,4.067,0.513,Visual,4.588,15,0.75
LUMPISH,0.0,0.0,3.067,0.067,0.0,2.533,0.0,0.0,2.314,0.258,0.0,2.167,3.067,0.541,Haptic,3.559,15,0.882
COBWEB,0.067,0.067,3.067,0.6,0.133,4.133,0.258,0.258,1.58,0.986,0.516,1.125,4.133,0.504,Visual,4.637,15,1.0
PARTICLEBOARD,0.533,0.0,3.067,0.133,0.467,4.667,0.743,0.0,1.792,0.352,1.246,0.617,4.667,0.526,Visual,5.075,15,0.938
THICKET,0.133,0.0,3.067,0.067,0.467,3.933,0.352,0.0,1.71,0.258,0.834,1.751,3.933,0.513,Visual,4.478,15,0.833
POOCH,3.0,0.467,3.067,0.667,1.4,3.8,1.964,1.125,1.981,1.496,1.882,1.781,3.8,0.269,Visual,4.847,15,0.789
PITA,0.625,3.625,3.062,0.312,2.25,3.625,1.708,2.187,2.144,1.25,2.206,1.893,3.625,0.245,Gustatory,5.138,16,1.0
BURGER,0.562,4.188,3.062,1.25,3.688,4.375,0.964,1.721,1.652,1.653,1.352,1.025,4.375,0.223,Visual,6.199,16,1.0
MOUNTAIN BIKE,0.75,0.062,3.062,0.125,0.188,4.812,1.39,0.25,2.016,0.342,0.75,0.403,4.812,0.528,Visual,5.2,16,1.0
TWEED,0.625,0.188,3.062,0.375,0.438,3.0,1.088,0.75,1.879,0.885,0.892,1.966,3.062,0.374,Haptic,3.828,16,0.889
COINAGE,1.375,0.062,3.062,0.688,0.25,3.312,1.586,0.25,1.692,1.448,0.577,1.957,3.312,0.371,Visual,4.082,16,1.0
UNHARDENED,0.75,0.312,3.062,0.875,0.062,2.75,1.0,0.793,1.769,1.408,0.25,1.653,3.062,0.384,Haptic,3.7,16,1.0
HOODY,0.188,0.312,3.062,0.062,0.25,3.812,0.75,1.25,2.112,0.25,0.775,1.642,3.812,0.488,Visual,4.383,16,0.889
ROD,0.75,0.312,3.062,0.188,0.062,3.625,1.483,1.25,1.843,0.75,0.25,1.746,3.625,0.445,Visual,4.251,16,0.889
SYRUPY,0.25,3.875,3.062,0.438,1.438,3.312,0.775,1.746,1.569,1.031,1.459,1.58,3.875,0.293,Gustatory,5.018,16,0.941
SAFETYPIN,0.312,0.062,3.062,0.062,0.062,4.312,0.793,0.25,1.948,0.25,0.25,1.25,4.312,0.54,Visual,4.776,16,0.941
JABBED,0.938,0.25,3.062,2.125,0.188,2.688,1.611,1.0,1.843,1.996,0.75,2.089,3.062,0.311,Haptic,3.884,16,0.889
RESTRAINED,0.438,0.062,3.062,1.875,0.0,2.875,0.629,0.25,2.265,1.821,0.0,2.094,3.062,0.368,Haptic,3.897,16,1.0
ONE-NIGHT STAND,2.375,1.062,3.062,2.375,1.5,3.312,1.821,1.289,1.982,2.156,1.673,1.448,3.312,0.164,Visual,4.586,16,1.0
SKINCARE,0.5,0.062,3.062,0.438,1.625,2.875,0.894,0.25,1.526,1.263,1.455,1.5,3.062,0.35,Haptic,3.848,16,1.0
CORDUROY,0.562,0.0,3.062,0.312,0.062,3.625,0.964,0.0,1.769,0.873,0.25,1.544,3.625,0.475,Visual,4.246,16,0.889
DISASSEMBLY,1.0,0.0,3.062,0.125,0.0,4.062,1.549,0.0,2.144,0.342,0.0,1.436,4.062,0.492,Visual,4.591,16,0.889
GRASSY,0.625,0.625,3.062,0.688,2.625,4.125,1.36,1.31,1.569,1.352,1.586,1.31,4.125,0.298,Visual,4.902,16,1.0
MINIDRESS,0.176,0.0,3.059,0.294,0.235,4.471,0.529,0.0,1.952,0.985,0.562,1.179,4.471,0.543,Visual,4.905,17,0.944
PULL DOWN,0.588,0.118,3.059,0.412,0.0,3.235,1.176,0.485,2.076,0.939,0.0,1.715,3.235,0.437,Visual,3.974,17,1.0
GOWN,0.294,0.0,3.059,0.588,0.353,4.294,0.686,0.0,2.106,1.064,0.786,1.404,4.294,0.5,Visual,4.763,17,0.944
EJACULATE,0.941,0.941,3.059,3.529,0.882,2.765,1.749,1.819,1.952,1.807,1.219,2.016,3.529,0.218,Interoceptive,4.58,17,1.0
TORTOISESHELL,0.353,0.176,3.059,0.294,0.471,4.176,0.786,0.393,2.164,0.849,1.231,1.667,4.176,0.469,Visual,4.667,17,1.0
FIG LEAF,0.176,0.765,3.059,0.235,0.647,4.471,0.529,1.437,1.784,0.97,1.115,1.328,4.471,0.459,Visual,4.915,17,0.944
HORSESHOE,1.647,0.294,3.059,0.529,0.588,4.294,1.766,1.213,1.919,1.505,1.278,0.985,4.294,0.384,Visual,4.83,17,1.0
NAILING,3.0,0.0,3.059,0.176,0.0,3.824,1.581,0.0,1.784,0.393,0.0,1.425,3.824,0.38,Visual,4.813,17,1.0
WRISTWATCH,0.824,0.0,3.059,0.0,0.059,4.588,0.951,0.0,1.435,0.0,0.243,0.712,4.588,0.538,Visual,5.01,17,1.0
HEATING,0.529,0.412,3.059,2.412,0.765,0.824,0.874,1.176,1.749,2.347,1.522,1.334,3.059,0.331,Haptic,3.527,17,1.0
BOWLING BALL,1.118,0.0,3.059,0.118,0.0,3.471,1.269,0.0,1.478,0.485,0.0,1.546,3.471,0.447,Visual,4.157,17,1.0
UNLACE,0.706,0.118,3.059,0.235,0.118,3.059,1.404,0.485,1.919,0.562,0.485,2.045,3.059,0.403,Visual,3.862,17,1.0
DOLL,0.588,0.0,3.059,0.059,0.118,4.118,0.939,0.0,1.983,0.243,0.332,1.166,4.118,0.519,Visual,4.62,17,1.0
TIGHTEN,1.059,0.235,3.059,2.235,0.176,3.235,1.435,0.97,2.015,1.751,0.728,1.888,3.235,0.306,Visual,4.215,17,1.0
TINKER,2.647,0.0,3.059,0.059,0.059,3.412,2.12,0.0,1.983,0.243,0.243,1.622,3.412,0.369,Visual,4.429,17,0.895
MASTURBATORY,1.412,0.118,3.059,3.118,0.647,2.882,1.805,0.332,2.193,2.088,1.222,1.996,3.118,0.267,Interoceptive,4.413,17,0.85
POOL,0.882,0.176,3.059,0.353,1.353,4.294,1.453,0.728,2.076,1.222,1.766,1.312,4.294,0.407,Visual,4.806,17,1.0
COMPRESSIBLE,0.353,0.0,3.059,0.412,0.0,2.412,1.222,0.0,1.853,0.87,0.0,1.839,3.059,0.491,Haptic,3.497,17,0.895
PAPER THIN,0.118,0.294,3.059,0.0,0.0,4.176,0.332,0.985,2.045,0.0,0.0,1.074,4.176,0.546,Visual,4.665,17,1.0
SPA,1.588,0.0,3.059,1.706,2.059,3.412,1.698,0.0,2.164,1.863,1.749,1.698,3.412,0.289,Visual,4.415,17,1.0
VERTEBRAE,0.235,0.118,3.059,1.529,0.353,3.0,0.752,0.485,1.749,1.875,1.222,1.732,3.059,0.355,Haptic,3.899,17,1.0
HAT,0.059,0.0,3.059,0.294,0.294,4.471,0.243,0.0,1.435,0.849,1.213,0.943,4.471,0.547,Visual,4.905,17,1.0
BREASTS,0.118,0.235,3.059,0.471,0.059,3.941,0.485,0.562,1.819,1.231,0.243,1.298,3.941,0.493,Visual,4.481,17,1.0
BEDCLOTHES,0.647,0.0,3.059,0.176,0.529,3.118,1.32,0.0,2.015,0.529,0.943,1.996,3.118,0.414,Visual,3.901,17,1.0
ITCHINESS,0.588,0.0,3.059,4.706,0.0,0.882,1.176,0.0,2.193,0.772,0.0,1.691,4.706,0.51,Interoceptive,5.114,17,1.0
HOTPLATE,0.588,0.294,3.059,0.353,0.765,2.824,1.278,0.985,1.819,0.862,1.251,1.59,3.059,0.351,Haptic,3.729,17,1.0
RIGIDITY,0.529,0.176,3.059,1.353,0.176,1.941,1.375,0.728,1.819,1.656,0.728,1.784,3.059,0.398,Haptic,3.379,17,0.944
TEXTURAL,0.235,0.0,3.059,0.176,0.0,2.176,0.664,0.0,2.249,0.728,0.0,2.069,3.059,0.542,Haptic,3.39,17,0.895
FRISKING,0.941,0.0,3.059,1.0,0.118,3.118,1.435,0.0,2.249,1.541,0.485,1.933,3.118,0.379,Visual,3.931,17,1.0
PLANTING,0.235,0.059,3.059,0.412,0.588,4.059,0.562,0.243,1.819,0.87,1.121,1.478,4.059,0.476,Visual,4.575,17,0.944
CRUMBLY,0.765,1.941,3.059,1.118,0.235,2.647,1.3,1.784,1.853,1.576,0.664,2.06,3.059,0.289,Haptic,3.834,17,0.895
CHILLING,1.167,0.333,3.056,2.778,0.111,2.111,1.543,0.767,2.014,2.13,0.323,1.967,3.056,0.308,Haptic,3.936,18,1.0
CUNNILINGUS,2.5,2.611,3.056,3.0,2.278,3.222,1.917,2.173,2.182,2.169,2.137,2.13,3.222,0.057,Visual,5.12,18,0.947
CHAFFING,0.444,0.0,3.056,2.056,0.0,2.167,1.199,0.0,2.182,2.155,0.0,1.79,3.056,0.396,Haptic,3.621,18,0.947
