Word,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Auditory.SD,Gustatory.SD,Haptic.SD,Interoceptive.SD,Olfactory.SD,Visual.SD,Max_strength.perceptual,Exclusivity.perceptual,Dominant.perceptual,Minkowski3.perceptual,N_known.perceptual,Percent_known.perceptual
WORKBASKET,0.0,0.0,3.533,0.067,0.267,3.4,0.0,0.0,1.807,0.258,0.799,2.028,3.533,0.486,Haptic,4.37,15,0.789
NECK,0.333,0.267,3.533,1.733,0.6,3.933,0.9,1.033,1.356,2.017,1.595,1.58,3.933,0.353,Visual,4.798,15,1.0
FIST,0.118,0.0,3.529,0.765,0.0,4.118,0.332,0.0,1.328,1.348,0.0,0.928,4.118,0.483,Visual,4.852,17,1.0
TACKY,1.353,0.294,3.529,0.471,0.118,3.529,1.412,0.849,1.841,1.068,0.485,1.972,3.529,0.367,Visual,4.49,17,1.0
FOOTCLOTH,0.118,0.176,3.529,0.588,0.765,4.059,0.485,0.728,1.772,1.326,1.522,1.478,4.059,0.427,Visual,4.813,17,0.895
COMFY,0.235,0.0,3.529,2.588,0.0,1.882,0.752,0.0,2.065,2.033,0.0,1.691,3.529,0.429,Haptic,4.081,17,1.0
BLISTERED,0.0,0.0,3.529,1.529,0.176,3.882,0.0,0.0,1.7,1.972,0.728,1.409,3.882,0.426,Visual,4.734,17,1.0
SNUGNESS,0.118,0.176,3.529,2.059,0.118,2.765,0.332,0.728,1.736,2.277,0.485,1.821,3.529,0.389,Haptic,4.195,17,0.944
CAR DOOR,2.059,0.0,3.529,0.059,0.059,4.176,2.076,0.0,1.908,0.243,0.243,1.237,4.176,0.423,Visual,5.007,17,1.0
MUSTACHE,0.235,0.118,3.529,0.471,0.118,4.588,0.664,0.332,1.068,0.943,0.485,0.795,4.588,0.494,Visual,5.201,17,1.0
FOOTWEAR,0.706,0.412,3.529,0.647,0.824,3.882,1.213,1.176,1.736,1.539,1.334,1.317,3.882,0.347,Visual,4.699,17,1.0
PLIERS,0.706,0.176,3.529,0.176,0.412,4.0,1.263,0.728,1.625,0.728,1.176,1.323,4.0,0.425,Visual,4.768,17,0.944
BLOCKING,1.353,0.412,3.529,1.294,0.294,3.824,1.766,1.228,1.736,1.49,0.985,1.425,3.824,0.33,Visual,4.712,17,1.0
RIB,0.294,2.588,3.529,2.0,2.0,3.059,0.849,2.347,1.231,1.541,2.318,1.6,3.529,0.24,Haptic,4.732,17,0.944
ROBE,0.368,0.105,3.526,0.632,0.526,4.105,0.684,0.315,1.577,1.3,1.219,1.41,4.105,0.432,Visual,4.841,19,1.0
HAMMER,3.526,0.263,3.526,0.579,0.368,4.211,1.577,1.147,1.611,1.17,1.212,0.976,4.211,0.316,Visual,5.458,19,1.0
SQUISH,2.895,0.316,3.526,1.211,0.211,2.579,1.883,0.946,1.611,1.843,0.918,1.805,3.526,0.309,Haptic,4.432,19,1.0
WEAVING,0.316,0.0,3.526,0.368,0.105,3.684,0.82,0.0,1.775,0.761,0.315,1.635,3.684,0.461,Visual,4.546,19,0.95
BURNING,1.947,0.947,3.526,2.895,3.474,4.158,1.58,1.508,2.038,1.823,1.712,1.119,4.158,0.189,Visual,5.75,19,1.0
DEVICE,2.737,0.316,3.526,0.316,0.474,4.316,2.104,1.157,1.954,1.157,1.219,1.416,4.316,0.342,Visual,5.252,19,1.0
WRAPPED,0.895,0.474,3.526,0.421,0.368,3.947,1.37,1.307,1.577,1.216,1.165,1.433,3.947,0.372,Visual,4.737,19,1.0
SUEDE,0.316,0.0,3.526,0.158,0.947,3.579,0.82,0.0,1.837,0.501,1.545,1.71,3.579,0.42,Visual,4.491,19,1.0
HANDLE,0.421,0.263,3.526,0.526,0.316,3.474,1.305,1.147,2.01,1.349,1.157,1.775,3.526,0.383,Haptic,4.415,19,1.0
FISHNET STOCKINGS,0.053,0.158,3.526,0.526,0.053,4.316,0.229,0.688,1.307,1.307,0.229,0.946,4.316,0.494,Visual,4.992,19,1.0
HARD COPY,0.842,0.211,3.526,0.737,0.316,4.053,1.385,0.713,1.467,1.485,0.671,1.177,4.053,0.397,Visual,4.812,19,0.905
MUDDINESS,1.263,0.211,3.526,0.316,0.842,4.053,1.368,0.535,1.389,0.671,1.344,1.224,4.053,0.376,Visual,4.835,19,1.0
FEATHERY,0.474,0.263,3.526,0.526,0.211,3.895,0.772,0.733,2.038,1.124,0.713,1.823,3.895,0.414,Visual,4.691,19,0.95
DIRT,0.789,0.263,3.526,0.474,2.053,4.053,1.316,0.562,1.349,1.124,1.649,1.129,4.053,0.34,Visual,4.928,19,1.0
PAPERBACK,0.737,0.421,3.526,0.526,0.684,3.789,1.368,1.305,1.679,1.349,1.376,1.316,3.789,0.348,Visual,4.629,19,1.0
RECLINING CHAIR,1.421,0.263,3.526,1.0,0.421,4.474,1.774,1.147,1.806,1.795,1.305,1.073,4.474,0.379,Visual,5.159,19,1.0
COUCH,0.316,0.053,3.526,0.526,0.684,4.105,0.749,0.229,1.712,1.429,1.416,1.37,4.105,0.44,Visual,4.842,19,1.0
FLOSSING,0.421,1.158,3.526,0.947,0.211,3.632,0.961,1.5,1.806,1.393,0.419,1.535,3.632,0.346,Visual,4.551,19,1.0
KICK,0.895,0.211,3.526,1.842,0.158,3.632,1.15,0.631,1.611,1.608,0.501,1.461,3.632,0.338,Visual,4.622,19,1.0
DELICATE,0.842,0.526,3.526,1.263,0.263,3.158,0.898,0.841,2.038,1.628,0.452,1.608,3.526,0.341,Haptic,4.275,19,1.0
JAVELIN,0.421,0.211,3.526,0.158,0.211,4.105,0.961,0.918,1.645,0.688,0.918,1.243,4.105,0.457,Visual,4.836,19,1.0
CUPPING,0.658,0.316,3.526,1.711,0.316,2.368,1.475,1.068,1.688,1.916,1.068,2.098,3.526,0.361,Haptic,3.968,38,0.884
GARDEN HOSE,1.737,0.105,3.526,0.368,0.263,3.684,1.881,0.315,1.611,0.955,0.653,1.416,3.684,0.37,Visual,4.629,19,1.0
BRAID,0.19,0.0,3.524,0.667,0.0,3.952,0.68,0.0,1.537,1.155,0.0,1.359,3.952,0.474,Visual,4.73,21,1.0
WATER,2.857,3.667,3.524,1.048,0.571,4.19,1.682,1.592,1.401,1.532,1.028,1.25,4.19,0.228,Visual,5.762,21,1.0
WIGGLY,0.84,0.72,3.52,1.28,0.56,3.96,1.313,1.568,1.531,1.646,1.474,1.62,3.96,0.312,Visual,4.776,25,0.962
FEATHER,0.091,0.03,3.515,0.303,0.212,4.03,0.292,0.174,1.482,0.81,0.6,1.262,4.03,0.489,Visual,4.776,33,1.0
SAFETY HARNESS,0.538,0.051,3.513,0.692,0.077,3.385,1.295,0.223,1.73,1.239,0.354,1.872,3.513,0.419,Haptic,4.355,39,0.951
STRETCHINESS,0.7,0.1,3.5,0.65,0.05,3.55,1.081,0.308,1.85,1.182,0.224,1.669,3.55,0.409,Visual,4.452,20,1.0
HUMP,0.55,0.25,3.5,1.05,0.3,3.35,1.05,0.91,1.573,1.761,0.979,2.033,3.5,0.361,Haptic,4.342,20,1.0
BACKSCRATCHER,0.889,0.0,3.5,2.056,0.056,3.0,1.023,0.0,1.79,2.1,0.236,1.68,3.5,0.368,Haptic,4.296,18,1.0
LIGHTSWITCH,1.1,0.25,3.5,0.25,0.0,4.25,1.447,1.118,1.606,0.786,0.0,0.851,4.25,0.455,Visual,4.946,20,1.0
TOOTHPICK,0.222,1.333,3.5,0.667,0.278,2.833,0.428,1.847,1.383,1.372,0.752,1.724,3.5,0.371,Haptic,4.088,18,1.0
MUFFIN,0.944,4.389,3.5,0.778,3.611,3.833,1.662,1.614,1.823,1.353,2.033,1.425,4.389,0.212,Gustatory,6.146,18,1.0
MIST,0.75,1.083,3.5,1.292,2.042,4.208,1.189,1.442,1.745,1.517,1.628,1.062,4.208,0.269,Visual,5.063,24,1.0
INSTRUMENT,4.5,0.111,3.5,0.5,0.167,4.111,1.249,0.323,1.249,1.043,0.383,1.491,4.5,0.341,Auditory,5.883,18,1.0
WRISTBAND,0.125,0.062,3.5,0.562,0.25,3.938,0.5,0.25,1.826,1.209,0.577,1.482,3.938,0.459,Visual,4.704,16,1.0
NIPPLE,0.333,1.278,3.5,1.222,0.778,3.778,0.84,1.674,1.79,1.437,1.166,1.437,3.778,0.316,Visual,4.66,18,1.0
TENNISRACKET,1.75,0.1,3.5,0.5,0.15,4.25,1.832,0.447,1.573,1.051,0.671,1.251,4.25,0.405,Visual,5.002,20,1.0
CHINAWARE,1.15,0.1,3.5,0.05,0.15,4.1,1.496,0.447,1.96,0.224,0.671,1.294,4.1,0.448,Visual,4.839,20,1.0
ICEPICK,0.722,0.333,3.5,1.278,0.389,3.111,1.274,1.029,1.823,1.565,1.145,1.745,3.5,0.339,Haptic,4.227,18,1.0
SWEATPANTS,0.167,0.056,3.5,0.5,0.167,4.167,0.514,0.236,1.425,1.249,0.707,1.339,4.167,0.481,Visual,4.868,18,1.0
DENIMS,0.062,0.0,3.5,0.25,0.25,4.125,0.25,0.0,1.713,0.683,0.577,0.806,4.125,0.504,Visual,4.836,16,0.889
WRAPPING PAPER,1.833,0.0,3.5,0.0,0.333,4.5,1.505,0.0,1.543,0.0,0.84,0.618,4.5,0.443,Visual,5.195,18,1.0
ICE WATER,1.278,3.444,3.5,1.556,0.167,3.444,1.873,1.723,1.383,1.917,0.514,1.854,3.5,0.249,Haptic,5.072,18,1.0
SWORDSTICK,1.2,0.4,3.5,0.2,0.2,4.4,1.398,0.966,1.841,0.632,0.632,1.35,4.4,0.424,Visual,5.064,10,0.667
LEVER,0.611,0.0,3.5,0.278,0.0,3.333,1.335,0.0,1.724,0.826,0.0,1.782,3.5,0.453,Haptic,4.312,18,1.0
POTATO,0.25,4.55,3.5,0.3,3.4,4.4,0.639,1.099,1.878,1.129,1.392,0.821,4.55,0.262,Gustatory,6.396,20,1.0
POLO SHIRT,0.273,0.182,3.5,0.455,0.727,4.0,0.767,0.588,1.766,1.057,1.316,1.345,4.0,0.418,Visual,4.753,22,1.0
PRECIPITATION,2.944,0.889,3.5,1.167,1.833,3.889,1.662,1.605,1.757,1.724,1.425,1.53,3.889,0.211,Visual,5.138,18,1.0
APPAREL,0.222,0.0,3.5,0.0,0.389,4.444,0.943,0.0,1.295,0.0,0.979,0.784,4.444,0.519,Visual,5.075,18,1.0
ABUSER,3.111,0.444,3.5,2.111,0.833,3.056,2.111,1.247,2.093,2.026,1.543,2.413,3.5,0.234,Haptic,4.814,18,1.0
CREPE PAPER,1.438,0.312,3.5,0.188,0.438,3.625,1.861,0.602,1.713,0.544,1.263,1.628,3.625,0.362,Visual,4.54,16,0.941
SLEEVE,0.562,0.0,3.5,0.625,0.0,3.812,1.094,0.0,1.713,1.408,0.0,1.601,3.812,0.449,Visual,4.622,16,1.0
FOLDER,0.438,0.0,3.5,0.0,0.062,4.25,0.964,0.0,1.751,0.0,0.25,1.238,4.25,0.515,Visual,4.929,16,1.0
QUILL,0.944,0.167,3.5,0.333,0.333,3.722,1.662,0.707,1.855,0.84,0.84,1.776,3.722,0.395,Visual,4.569,18,0.947
GREASED,0.65,0.85,3.5,0.7,0.95,2.05,1.387,1.424,1.606,1.38,1.504,1.731,3.5,0.328,Haptic,3.77,20,1.0
CRISPS,2.938,4.625,3.5,1.25,2.375,3.375,1.731,0.719,1.414,1.528,2.029,1.746,4.625,0.187,Gustatory,6.045,16,0.842
VISCOSITY,0.75,0.562,3.5,0.5,0.25,2.812,1.342,0.892,1.461,1.211,0.577,1.328,3.5,0.388,Haptic,4.038,16,0.762
RAZOR,0.875,0.0,3.5,0.0,0.0,3.625,1.455,0.0,1.461,0.0,0.0,1.36,3.625,0.453,Visual,4.501,16,1.0
SAFETY PIN,0.222,0.056,3.5,0.167,0.0,4.389,0.732,0.236,1.654,0.514,0.0,1.243,4.389,0.527,Visual,5.032,18,1.0
SIDE DOOR,2.0,0.3,3.5,0.45,0.45,4.25,2.077,1.129,1.878,1.395,1.395,1.333,4.25,0.361,Visual,5.038,20,1.0
PAPER PLATE,0.25,0.2,3.5,0.2,0.15,4.2,0.716,0.696,1.539,0.696,0.671,1.322,4.2,0.476,Visual,4.891,20,1.0
RINSE,1.75,0.3,3.5,0.9,0.3,2.5,1.713,0.733,1.638,1.373,0.657,1.821,3.5,0.346,Haptic,4.013,20,1.0
FISHING ROD,0.955,0.0,3.5,0.136,0.136,3.955,1.43,0.0,1.793,0.64,0.64,1.327,3.955,0.455,Visual,4.727,22,1.0
COPULATION,3.062,1.812,3.5,3.5,1.812,3.75,1.914,1.974,2.16,1.932,2.073,1.732,3.75,0.111,Visual,5.637,16,0.8
ELECTROSHOCK,1.65,0.15,3.5,3.5,0.3,1.9,1.843,0.671,1.906,1.821,0.923,1.804,3.5,0.305,Interoceptive,4.597,20,1.0
BODY ARMOR,0.688,0.0,3.5,0.75,0.062,4.062,1.448,0.0,1.751,1.653,0.25,1.652,4.062,0.448,Visual,4.801,16,1.0
SHOULDER HOLSTER,0.5,0.062,3.5,0.688,0.25,3.688,1.211,0.25,1.506,1.25,0.577,1.448,3.688,0.417,Visual,4.538,16,0.941
ELASTIC,1.056,0.167,3.5,0.333,0.056,3.889,1.697,0.707,1.823,0.767,0.236,1.53,3.889,0.426,Visual,4.686,18,1.0
BREAKABLE,1.438,0.0,3.5,0.438,0.125,3.625,1.711,0.0,1.549,0.814,0.342,1.544,3.625,0.397,Visual,4.54,16,0.941
BREEZE,2.833,0.056,3.5,0.889,0.444,1.167,1.465,0.236,2.149,1.323,0.616,1.618,3.5,0.388,Haptic,4.082,18,1.0
VISELIKE,0.25,0.0,3.5,1.667,0.0,2.333,0.622,0.0,1.883,1.969,0.0,1.723,3.5,0.452,Haptic,3.92,12,0.75
CASH,0.562,0.0,3.5,0.312,0.938,4.062,0.629,0.0,1.414,1.25,1.124,1.526,4.062,0.433,Visual,4.805,16,0.941
GUN,3.7,0.1,3.5,1.1,0.85,4.35,1.593,0.447,1.878,1.619,1.137,1.387,4.35,0.312,Visual,5.623,20,1.0
WARMNESS,0.85,0.45,3.5,3.65,0.05,1.45,1.599,0.999,1.987,1.814,0.224,1.791,3.65,0.362,Interoceptive,4.567,20,1.0
